movie,time_minute,imdb_rating,metascore,vote,gross_earning,img_url,genres,summary
Uri: The Surgical Strike (2019),138 min,8.2,-,"64,885",$4.19M,"https://m.media-amazon.com/images/M/MV5BMWU4ZjNlNTQtOGE2MS00NDI0LWFlYjMtMmY3ZWVkMjJkNGRmXkEyXkFqcGdeQXVyNjE1OTQ0NjA@._V1_UY98_CR0,0,67,98_AL_.jpg","
Action, Drama, History            ","
Indian army special forces execute a covert operation, avenging the killing of fellow army men at their base by a terrorist group."
Tokyo Story (1953),136 min,8.2,-,"62,612",#208,"https://m.media-amazon.com/images/M/MV5BYWQ4ZTRiODktNjAzZC00Nzg1LTk1YWQtNDFmNDI0NmZiNGIwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY98_CR0,0,67,98_AL_.jpg","
Drama            ","
An old couple visit their children and grandchildren in the city, but receive little attention."
The Cabinet of Dr. Caligari (1920),67 min,8.0,-,"64,962",-,"https://m.media-amazon.com/images/M/MV5BNWJiNGJiMTEtMGM3OC00ZWNlLTgwZTgtMzdhNTRiZjk5MTQ1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg","
Horror, Mystery, Thriller            ","
Hypnotist Dr. Caligari uses a somnambulist, Cesare, to commit murders."
Beasts of No Nation (2015),137 min,7.7,79        ,"82,395",$0.08M,"https://m.media-amazon.com/images/M/MV5BMTYwMzMzMDI0NF5BMl5BanBnXkFtZTgwNDQ3NjI3NjE@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, War            ","
A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country."
The Station Agent (2003),89 min,7.6,81        ,"71,106",$5.74M,"https://m.media-amazon.com/images/M/MV5BMTUzNDgyMzg3Ml5BMl5BanBnXkFtZTcwMzIxNTAwMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","
Comedy, Drama            ","
When his only friend dies, a man born with dwarfism moves to rural New Jersey to live a life of solitude, only to meet a chatty hot dog vendor and a woman dealing with her own personal loss."
Amour (2012),127 min,7.9,94        ,"101,347",$6.74M,"https://m.media-amazon.com/images/M/MV5BMTk1NTc3NDc4MF5BMl5BanBnXkFtZTcwNjYwNDk0OA@@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama            ","
Georges and Anne are an octogenarian couple. They are cultivated, retired music teachers. Their daughter, also a musician, lives in Britain with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested."
Nebraska (2013),115 min,7.7,86        ,"119,128",$17.65M,"https://m.media-amazon.com/images/M/MV5BOGQzODdlMDktNzU4ZC00N2M3LWFkYTAtYTM1NTE0ZWI5YTg4XkEyXkFqcGdeQXVyMTA1NTM1NDI2._V1_UX67_CR0,0,67,98_AL_.jpg","
Adventure, Comedy, Drama            ","
An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize."
Harvey (1950),104 min,7.9,-,"56,109",-,"https://m.media-amazon.com/images/M/MV5BMzg2YTFkNjgtM2ZkNS00MWVkLWIwMTEtZTgzMDM2MmUxNDE2XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX67_CR0,0,67,98_AL_.jpg","
Comedy, Drama, Fantasy            ","
Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows."
Fantastic Planet (1973),72 min,7.7,73        ,"32,359",$0.19M,"https://m.media-amazon.com/images/M/MV5BMjE2MGFlNDctNjFkNS00NzBmLTkwMTUtNzZhYzg5ZTZiZjM0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg","
Animation, Sci-Fi            ","
On a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders."
Loving Vincent (2017),94 min,7.8,62        ,"58,816",$6.74M,"https://m.media-amazon.com/images/M/MV5BMTU3NjE2NjgwN15BMl5BanBnXkFtZTgwNDYzMzEwMzI@._V1_UX67_CR0,0,67,98_AL_.jpg","
Animation, Biography, Crime            ","
In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there."
Andhadhun (2018),139 min,8.2,-,"94,562",$1.37M,"https://m.media-amazon.com/images/M/MV5BZWZhMjhhZmYtOTIzOC00MGYzLWI1OGYtM2ZkN2IxNTI4ZWI3XkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_UY98_CR0,0,67,98_AL_.jpg","
Comedy, Crime, Music            ","
A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of."
Whisper of the Heart (1995),111 min,7.9,75        ,"63,857",-,"https://m.media-amazon.com/images/M/MV5BZDg0MWNmNjktMGEwZC00ZDlmLWI1MTUtMDBmNjQzMWM2NjBjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg","
Animation, Drama, Family            ","
A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses."
Short Term 12 (2013),96 min,7.9,82        ,"88,520",$1.01M,"https://m.media-amazon.com/images/M/MV5BY2Q0YWUwZmYtMDhiNC00OTg5LWJkNDItOGI5MDYxZmQyODRmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjIxNDE0OTE@._V1_UY98_CR2,0,67,98_AL_.jpg","
Drama            ","
A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend."
The Bride of Frankenstein (1935),75 min,7.8,95        ,"49,635",$4.36M,"https://m.media-amazon.com/images/M/MV5BOTUzMzAzMzEzNV5BMl5BanBnXkFtZTgwOTg1NTAwMjE@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Horror, Sci-Fi            ","
Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate."
Good Bye Lenin! (2003),121 min,7.7,68        ,"147,277",$4.06M,"https://m.media-amazon.com/images/M/MV5BMTI0MTg4NzI3M15BMl5BanBnXkFtZTcwOTE0MTUyMQ@@._V1_UY98_CR0,0,67,98_AL_.jpg","
Comedy, Drama, Romance            ","
In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared."
Wild Strawberries (1957),91 min,8.1,88        ,"108,360",#184,"https://m.media-amazon.com/images/M/MV5BYWQxYzdhMDMtNjAyZC00NzE0LWFjYmQtYjk0YzMyYjA5NzZkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Romance            ","
After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence."
Strangers on a Train (1951),101 min,7.9,88        ,"135,003",$7.63M,"https://m.media-amazon.com/images/M/MV5BNWJjOGM4NmEtNDE2YS00OGEyLTkwZWItMGM4YzdhZDZhMzNhXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","
Crime, Drama, Film-Noir            ","
A psychopath forces a tennis star to comply with his theory that two strangers can get away with murder."
Short Cuts (1993),188 min,7.7,81        ,"45,429",$6.11M,"https://m.media-amazon.com/images/M/MV5BMGNmYWM1MDAtNjU1NS00YzA1LTgzZDQtMzIyMTNiNzkyNzBhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX67_CR0,0,67,98_AL_.jpg","
Comedy, Drama            ","
The day-to-day lives of several suburban Los Angeles residents."
L'Avventura (1960),144 min,7.8,-,"30,421",-,"https://m.media-amazon.com/images/M/MV5BNmJlYTVjZTYtZDg1Yy00NzFiLWJmYzYtYTJhMjliY2I2ZTlhXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Mystery, Romance            ","
A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other."
Notorious (1946),102 min,7.9,100        ,"102,133",$10.46M,"https://m.media-amazon.com/images/M/MV5BYTc1NGViOTMtNjZhNS00OGY2LWI4MmItOWQwNTY4MDMzNWI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Film-Noir, Romance            ","
The daughter of a convicted Nazi spy is asked by American agents to gather information on a ring of Nazi scientists in South America. How far will she have to go to ingratiate herself with them?"
Miracle in Cell No. 7 (2019),132 min,8.2,-,"49,603",-,"https://m.media-amazon.com/images/M/MV5BOGE3N2QxN2YtM2ZlNS00MWIyLWE1NDAtYWFlN2FiYjY1MjczXkEyXkFqcGdeQXVyOTUwNzc0ODc@._V1_UY98_CR1,0,67,98_AL_.jpg","
Drama            ","
A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six year old daughter. Prison will be their home. Based on the 2013 Korean movie Miracle in Cell No. 7 (2013)."
Stalag 17 (1953),120 min,8.0,84        ,"56,385",-,"https://m.media-amazon.com/images/M/MV5BNDMyNGU0NjUtNTIxMC00ZmU2LWE0ZGItZTdkNGVlODI2ZDcyL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg","
Comedy, Drama, War            ","
After two Americans are killed while escaping from a German P.O.W. camp in World War II, the barracks black marketeer, J.J. Sefton, is suspected of being an informer."
Cat on a Hot Tin Roof (1958),108 min,7.9,84        ,"50,291",$17.57M,"https://m.media-amazon.com/images/M/MV5BMzFhNTMwNDMtZjY3Yy00NzY3LWI1ZWQtZTQxMWJmODVhZWFkXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama            ","
Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son."
The Umbrellas of Cherbourg (1964),91 min,7.8,86        ,"28,292",$0.03M,"https://m.media-amazon.com/images/M/MV5BMTgyOGE4ZDEtZWFmYi00NTQ1LWE0YzgtZGUyODJjODhkZDBhXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Musical, Romance            ","
A young woman separated from her lover by war faces a life-altering decision."
Kaithi (2019),145 min,8.5,-,"33,040",-,"https://m.media-amazon.com/images/M/MV5BZjk4Njg4YjktYzU5Zi00ZWY1LWE4NTUtNWI2MjU4MDE3ZGRmXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_UY98_CR3,0,67,98_AL_.jpg","
Action, Adventure, Crime            ","
Dilli, an ex-convict, endeavours to meet his daughter for the first time after leaving prison. However, his attempts are interrupted due to a drug raid planned by Inspector Bejoy."
Talk to Her (2002),112 min,7.9,86        ,"113,427",$9.28M,"https://m.media-amazon.com/images/M/MV5BMzFhNmQzYWQtMDhmNC00ZGJmLWI5NjYtNmI3MjBiZDNjNjdlXkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_UY98_CR1,0,67,98_AL_.jpg","
Drama, Mystery, Romance            ","
Two men share an odd friendship while they care for two women who are both in deep comas."
Andrei Rublev (1966),205 min,8.1,-,"54,248",$0.10M,"https://m.media-amazon.com/images/M/MV5BNjM2MjMwNzUzN15BMl5BanBnXkFtZTgwMjEzMzE5MTE@._V1_UY98_CR2,0,67,98_AL_.jpg","
Biography, Drama, History            ","
The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev."
K.G.F: Chapter 1 (2018),156 min,8.2,-,"87,778",-,"https://m.media-amazon.com/images/M/MV5BZDNlNzBjMGUtYTA0Yy00OTI2LWJmZjMtODliYmUyYTI0OGFmXkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_UX67_CR0,0,67,98_AL_.jpg","
Action, Crime, Drama            ","
In the 1970s, a gangster goes undercover as a slave to assassinate the owner of a notorious gold mine."
The 400 Blows (1959),99 min,8.1,-,"119,199",#239,"https://m.media-amazon.com/images/M/MV5BYTQ4MjA4NmYtYjRhNi00MTEwLTg0NjgtNjk3ODJlZGU4NjRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY98_CR3,0,67,98_AL_.jpg","
Crime, Drama            ","
A young boy, left without attention, delves into a life of petty crime."
United 93 (2006),111 min,7.6,90        ,"107,277",$31.57M,"https://m.media-amazon.com/images/M/MV5BMTI1Nzc3NjAwOF5BMl5BanBnXkFtZTcwNzYzMjYzMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","
Action, Drama, History            ","
A real-time account of the events on United Flight 93, one of the planes hijacked on September 11th, 2001 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot."
Bringing Up Baby (1938),102 min,7.8,91        ,"62,344",-,"https://m.media-amazon.com/images/M/MV5BMmVkOTRiYmItZjE4NS00MWNjLWE0ZmMtYzg5YzFjMjMyY2RkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg","
Comedy            ","
While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby."
High and Low (1963),143 min,8.4,90        ,"45,740",#87,"https://m.media-amazon.com/images/M/MV5BZGQ1NWZlYjctNDJmOS00MmU2LTg1ODItNmZiM2ZkNzJhNDI0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY98_CR1,0,67,98_AL_.jpg","
Crime, Drama, Mystery            ","
An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom."
The Little Prince (2015),108 min,7.7,70        ,"62,924",$1.34M,"https://m.media-amazon.com/images/M/MV5BNjg0OTM5OTQyNV5BMl5BanBnXkFtZTgwNDg5NDQ0NTE@._V1_UY98_CR2,0,67,98_AL_.jpg","
Animation, Adventure, Drama            ","
A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince."
Arsenic and Old Lace (1944),118 min,7.9,-,"71,695",-,"https://m.media-amazon.com/images/M/MV5BZDVlNTBjMjctNjAzNS00ZGJhLTg2NzMtNzIwYTIzYTBiMDkyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg","
Comedy, Crime, Thriller            ","
A Brooklyn writer of books on the futility of marriage risks his reputation when he decides to tie the knot. Things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers."
Waking Life (2001),99 min,7.7,83        ,"64,758",$2.89M,"https://m.media-amazon.com/images/M/MV5BMWM0ZjY5ZjctODNkZi00Nzk0LWE1ODUtNGM4ZDUyMzUwMGYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","
Animation, Drama, Fantasy            ","
A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe."
Manhattan (1979),96 min,7.9,83        ,"141,322",$45.70M,"https://m.media-amazon.com/images/M/MV5BZGE2NjI5MjAtODQwYy00OGJkLWJiZTEtMTU0NzVlMTkzNjFjXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX67_CR0,0,67,98_AL_.jpg","
Comedy, Drama, Romance            ","
The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress."
Lilya 4-Ever (2002),109 min,7.8,82        ,"46,312",$0.18M,"https://m.media-amazon.com/images/M/MV5BNjkwZjZkODEtN2EwYi00OTc5LWJkMTQtMzEzMDBkNjJiM2UzXkEyXkFqcGdeQXVyNjkwOTYwMDE@._V1_UY98_CR1,0,67,98_AL_.jpg","
Crime, Drama            ","
Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life."
Swades (2004),189 min,8.2,-,"91,556",$1.22M,"https://m.media-amazon.com/images/M/MV5BODY2NGYxZTEtMzBiOS00Zjg2LWEyZjYtNjQ5Mjg1MzQ5N2FlXkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_UY98_CR0,0,67,98_AL_.jpg","
Drama, Musical            ","
A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots."
Control (2007),122 min,7.6,78        ,"66,026",$0.87M,"https://m.media-amazon.com/images/M/MV5BNTEzOTYwMTcxN15BMl5BanBnXkFtZTcwNTgyNjI1MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","
Biography, Drama, Music            ","
A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23."
Secrets & Lies (1996),136 min,8.0,91        ,"44,019",$13.42M,"https://m.media-amazon.com/images/M/MV5BY2QzMTIxNjItNGQyNy00MjQzLWJiYTItMzIyZjdkYjYyYjRlXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX67_CR0,0,67,98_AL_.jpg","
Comedy, Drama            ","
Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London."
A Woman Under the Influence (1974),155 min,8.1,88        ,"25,850",$13.34M,"https://m.media-amazon.com/images/M/MV5BODQyMWUyNDEtODZlNS00YTk3LWJlMDAtMGQ0ODZjMDZjMjhmXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Romance            ","
Although wife and mother Mabel is loved by her husband Nick, her mental illness places a strain on the marriage."
The White Ribbon (2009),144 min,7.8,82        ,"74,392",$2.22M,"https://m.media-amazon.com/images/M/MV5BMTQ2OTYyNzUxOF5BMl5BanBnXkFtZTcwMzUwMDY4Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Mystery, Thriller            ","
Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?"
Days of Heaven (1978),94 min,7.8,93        ,"58,983",-,"https://m.media-amazon.com/images/M/MV5BZjMyZmU4OGYtNjBiYS00YTIxLWJjMDUtZjczZmQwMTM4YjQxXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Romance            ","
A hot-tempered farm laborer convinces the woman he loves to marry their rich but dying boss so that they can have a claim to his fortune."
The Passion of Joan of Arc (1928),114 min,8.2,-,"55,699",$0.02M,"https://m.media-amazon.com/images/M/MV5BNjBjNDJiYTUtOWY0OS00OGVmLTg2YzctMTE0NzVhODM1ZWJmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg","
Biography, Drama, History            ","
In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions."
Z (1969),127 min,8.2,86        ,"29,299",$0.08M,"https://m.media-amazon.com/images/M/MV5BNDQ4ZTI5NTktOTY2ZS00NmM3LWE2ZTAtMTdjNzFmOWYzYzhkXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UY98_CR1,0,67,98_AL_.jpg","
Crime, Drama, Thriller            ","
The public murder of a prominent politician and doctor amid a violent demonstration is covered up by military and government officials. A tenacious magistrate is determined not to let them get away with it."
Yojimbo (1961),110 min,8.2,93        ,"123,942",#144,"https://m.media-amazon.com/images/M/MV5BZThiZjAzZjgtNDU3MC00YThhLThjYWUtZGRkYjc2ZWZlOTVjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg","
Action, Drama, Thriller            ","
A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town."
You Can't Take It with You (1938),126 min,7.8,-,"26,247",$4.66M,"https://m.media-amazon.com/images/M/MV5BOGMxZTMwNmQtOWIwMC00ZjFlLTllNGQtYTlkZWU5OGMyMzkxXkEyXkFqcGdeQXVyNzQzNDEyOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","
Comedy, Drama, Romance            ","
The son of a snobbish Wall Street banker becomes engaged to a woman from a good-natured but decidedly eccentric family, not realizing that his father is trying to force her family from their home for a real estate development."
Bajrangi Bhaijaan (2015),163 min,8.1,-,"89,295",$8.18M,"https://m.media-amazon.com/images/M/MV5BNGNlYmRmMGEtNWJhYy00ZjMzLWJhOTQtZjdiNTAxMzI5Njg5XkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_UX67_CR0,0,67,98_AL_.jpg","
Action, Adventure, Comedy            ","
An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family."
His Girl Friday (1940),92 min,7.8,-,"59,567",$0.30M,"https://m.media-amazon.com/images/M/MV5BZDVmZTZkYjMtNmViZC00ODEzLTgwNDAtNmQ3OGQwOWY5YjFmXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX67_CR0,0,67,98_AL_.jpg","
Comedy, Drama, Romance            ","
A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying."
Invasion of the Body Snatchers (1956),80 min,7.7,92        ,"50,975",-,"https://m.media-amazon.com/images/M/MV5BYTExYjM3MDYtMzg4MC00MjU4LTljZjAtYzdlMTFmYTJmYTE4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Horror, Sci-Fi            ","
A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates."
Fitzcarraldo (1982),158 min,8.0,-,"35,688",-,"https://m.media-amazon.com/images/M/MV5BYjIzNTYxMTctZjAwNS00YzI3LWExMGMtMGQxNGM5ZTc1NzhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","
Adventure, Drama            ","
The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle."
To Have and Have Not (1944),100 min,7.8,90        ,"35,464",-,"https://m.media-amazon.com/images/M/MV5BZGU2YmU0MWMtMzg5My00ZmY2LTljMDItMTg2YTI5Y2U2OTE3XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UY98_CR0,0,67,98_AL_.jpg","
Adventure, Comedy, Film-Noir            ","
During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer."
Hard Boiled (1992),128 min,7.7,-,"51,219",-,"https://m.media-amazon.com/images/M/MV5BM2M1MDMzODEtN2MzZC00NDJmLWJhMTMtNGUxYjM1ZmJlY2RkXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg","
Action, Crime, Thriller            ","
A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew."
Happy Together (1997),96 min,7.7,70        ,"30,336",$0.19M,"https://m.media-amazon.com/images/M/MV5BMTc4ODY4MjY2MF5BMl5BanBnXkFtZTcwNTE0MDMzNA@@._V1_UY98_CR1,0,67,98_AL_.jpg","
Drama, Romance            ","
A couple take a trip to Argentina but both men find their lives drifting apart in opposite directions."
The Tale of The Princess Kaguya (2013),137 min,8.0,89        ,"47,709",$1.51M,"https://m.media-amazon.com/images/M/MV5BNThmMWMyMWMtOWRiNy00MGY0LTg1OTUtNjYzODg2MjdlZGU5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY98_CR1,0,67,98_AL_.jpg","
Animation, Drama, Family            ","
Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her, but ultimately she must confront her fate, the punishment for her crime."
Children of Heaven (1997),89 min,8.2,77        ,"75,546",$0.93M,"https://m.media-amazon.com/images/M/MV5BZTYwZWQ4ZTQtZWU0MS00N2YwLWEzMDItZWFkZWY0MWVjODVhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg","
Drama, Family, Sport            ","
After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair."
Philomena (2013),98 min,7.6,77        ,"100,831",$37.71M,"https://m.media-amazon.com/images/M/MV5BMjA5ODgyNzcxMV5BMl5BanBnXkFtZTgwMzkzOTYzMDE@._V1_UX67_CR0,0,67,98_AL_.jpg","
Biography, Comedy, Drama            ","
A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent."
Elite Squad (2007),115 min,8.0,33        ,"105,031",$0.01M,"https://m.media-amazon.com/images/M/MV5BYmI1ODU5ZjMtNWUyNC00YzllLThjNzktODE1M2E4OTVmY2E5XkEyXkFqcGdeQXVyMTExNzQzMDE0._V1_UY98_CR1,0,67,98_AL_.jpg","
Action, Crime, Drama            ","
In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits."
The Day of the Jackal (1973),143 min,7.8,80        ,"41,675",$16.06M,"https://m.media-amazon.com/images/M/MV5BMmNkNjVlYWItOWFiYS00ZTVlLTljNGYtOGFmMjE4YjcyNjM3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg","
Crime, Drama, Thriller            ","
In the aftermath of France allowing Algeria's independence, a group of resentful military veterans hire a professional assassin codenamed ""Jackal"" to kill President Charles de Gaulle."
The Kid (1921),68 min,8.3,-,"127,406",$5.45M,"https://m.media-amazon.com/images/M/MV5BZjhhMThhNDItNTY2MC00MmU1LTliNDEtNDdhZjdlNTY5ZDQ1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg","
Comedy, Drama, Family            ","
The Tramp cares for an abandoned child, but events put their relationship in jeopardy."
To Be or Not to Be (1942),99 min,8.2,86        ,"38,153",#228,"https://m.media-amazon.com/images/M/MV5BMGY3ZDgzY2MtNTllNi00ZWI1LTk1NTUtNWEzN2Q4YTA1ZGZiXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY98_CR0,0,67,98_AL_.jpg","
Comedy, Romance, War            ","
During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy."
Evil (2003),113 min,7.7,61        ,"39,322",$0.02M,"https://m.media-amazon.com/images/M/MV5BYjE4NzdmOGQtNWNhYS00YmI1LWE5ZTgtY2Q4MmQzODMyNGIzXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UY98_CR2,0,67,98_AL_.jpg","
Drama            ","
A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back."
Hannah and Her Sisters (1986),107 min,7.9,90        ,"72,349",$40.08M,"https://m.media-amazon.com/images/M/MV5BMWZiNWUwYjMtM2Y1Yi00MTZmLWEwYzctNjVmYWM0OTFlZDFhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg","
Comedy, Drama            ","
Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly."
A Taxi Driver (2017),137 min,7.9,69        ,"25,569",$1.53M,"https://m.media-amazon.com/images/M/MV5BMTA5ZGE4ZTQtYjVjOS00MTllLTkwZWEtYzQ5NzljMWJkYWE4XkEyXkFqcGdeQXVyMTk0NTY2ODQ@._V1_UX67_CR0,0,67,98_AL_.jpg","
Action, Drama, History            ","
A widowed father and taxi driver who drives a German reporter from Seoul to Gwangju to cover the 1980 uprising, soon finds himself regretting his decision after being caught in the violence around him."
